"",id,name,ingredients,alcoholic,category,glassType,instructions,drinkThumbnail,ingredientMeasures,text
55,55,Cherry Rum,"['Light rum', 'Cherry brandy', 'Light cream']",Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/twsuvr1441554424.jpg,"['1 1/4 oz ', '1 1/2 tsp ', '1 tblsp ']","question Generate a cocktail with Light rum Cherry brandy Light cream answer Shake all ingredients with ice, strain into a cocktail glass, and serve."
56,56,Cuba Libre,"['Light rum', 'Lime', 'Coca-Cola']",Alcoholic,Ordinary Drink,Highball glass,Build all ingredients in a Collins glass filled with ice. Garnish with lime wedge.,https://www.thecocktaildb.com/images/media/drink/wmkbfj1606853905.jpg,"['2 oz ', 'Juice of 1/2 ', None]",question Generate a cocktail with Light rum Lime Coca-Cola answer Build all ingredients in a Collins glass filled with ice. Garnish with lime wedge.
57,57,Corn n Oil,"['Lime', 'Falernum', 'Angostura Bitters', 'Añejo rum', 'blackstrap rum']",Alcoholic,Cocktail,Old-fashioned glass,"Cut the half lime in half again. Add the lime, falernum, and bitters to a rocks glass. Muddle. Add the rum. (Aged Barbados rum such as Plantation 5 Year is recommended). Add ice and stir. Float the blackstrap rum on top. Serve with a straw.",https://www.thecocktaildb.com/images/media/drink/pk6dwi1592767243.jpg,"['1/2', '1/3 oz', '2 dashes', '1 oz', '1 oz']","question Generate a cocktail with Lime Falernum Angostura Bitters Añejo rum blackstrap rum answer Cut the half lime in half again. Add the lime, falernum, and bitters to a rocks glass. Muddle. Add the rum. (Aged Barbados rum such as Plantation 5 Year is recommended). Add ice and stir. Float the blackstrap rum on top. Serve with a straw."
58,58,Citrus Coke,"['Bacardi Limon', 'Coca-Cola']",Alcoholic,Soft Drink,Highball Glass,Pour half of coke in a glass. Then add Bacardi and top it off with the remaining coke. Stir and drink up!,https://www.thecocktaildb.com/images/media/drink/uyrvut1479473214.jpg,"['1 part ', '2 parts ']",question Generate a cocktail with Bacardi Limon Coca-Cola answer Pour half of coke in a glass. Then add Bacardi and top it off with the remaining coke. Stir and drink up!
59,59,Casa Blanca,"['Light rum', 'Triple sec', 'Lime juice', 'Maraschino liqueur']",Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/usspxq1441553762.jpg,"['2 oz ', '1 1/2 tsp ', '1 1/2 tsp ', '1 1/2 tsp ']","question Generate a cocktail with Light rum Triple sec Lime juice Maraschino liqueur answer Shake all ingredients with ice, strain into a cocktail glass, and serve."
60,60,Clover Club,"['Gin', 'Grenadine', 'Lemon', 'Egg white']",Alcoholic,Ordinary Drink,Cocktail glass,"Dry shake ingredients to emulsify, add ice, shake and served straight up.",https://www.thecocktaildb.com/images/media/drink/t0aja61504348715.jpg,"['1 1/2 oz ', '2 tsp ', 'Juice of 1/2 ', '1 ']","question Generate a cocktail with Gin Grenadine Lemon Egg white answer Dry shake ingredients to emulsify, add ice, shake and served straight up."
61,61,Caipirissima,"['Lime', 'Sugar', 'White rum', 'Ice']",Alcoholic,Ordinary Drink,Collins Glass,Same as Caipirinha but instead of cachaca you add WHITE RUM. It's great!!!!!!!!,https://www.thecocktaildb.com/images/media/drink/yd47111503565515.jpg,"['2 ', '2 tblsp ', '2-3 oz ', 'crushed ']",question Generate a cocktail with Lime Sugar White rum Ice answer Same as Caipirinha but instead of cachaca you add WHITE RUM. It's great!!!!!!!!
62,62,City Slicker,"['Brandy', 'Triple sec', 'Lemon juice']",Alcoholic,Ordinary Drink,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/dazdlg1504366949.jpg,"['2 oz ', '1/2 oz ', '1 tblsp ']","question Generate a cocktail with Brandy Triple sec Lemon juice answer In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
63,63,Campari Beer,"['Lager', 'Campari']",Alcoholic,Beer,Beer mug,Use a 15 oz glass. Add Campari first. Fill with beer.,https://www.thecocktaildb.com/images/media/drink/xsqrup1441249130.jpg,"['1 bottle ', '1 1/2 cl ']",question Generate a cocktail with Lager Campari answer Use a 15 oz glass. Add Campari first. Fill with beer.
64,64,Chicago Fizz,"['Light rum', 'Port', 'Lemon', 'Powdered sugar', 'Egg white', 'Carbonated water']",Alcoholic,Ordinary Drink,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/qwvwqr1441207763.jpg,"['1 oz ', '1 oz ', 'Juice of 1/2 ', '1 tsp ', '1 ', None]","question Generate a cocktail with Light rum Port Lemon Powdered sugar Egg white Carbonated water answer Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve."
65,65,Cosmopolitan,"['Vodka', 'Lime juice', 'Cointreau', 'Cranberry juice']",Alcoholic,Cocktail,Cocktail glass,Add all ingredients into cocktail shaker filled with ice. Shake well and double strain into large cocktail glass. Garnish with lime wheel.,https://www.thecocktaildb.com/images/media/drink/kpsajh1504368362.jpg,"['1 1/4 oz ', '1/4 oz ', '1/4 oz ', '1/4 cup ']",question Generate a cocktail with Vodka Lime juice Cointreau Cranberry juice answer Add all ingredients into cocktail shaker filled with ice. Shake well and double strain into large cocktail glass. Garnish with lime wheel.
66,66,Coffee-Vodka,"['Water', 'Sugar', 'Coffee', 'Vanilla', 'Vodka', 'Caramel coloring']",Alcoholic,Homemade Liqueur,Collins Glass,"Boil water and sugar until dissolved. Turn off heat. Slowly add dry instant coffee and continue stirring. Add a chopped vanilla bean to the vodka, then combine the cooled sugar syrup and coffee solution with the vodka. Cover tightly and shake vigorously each day for 3 weeks. Strain and filter. Its also best to let the sugar mixture cool completely so the vodka won't evaporate when its added. If you like a smoother feel to the liqueur you can add about 1 teaspoon of glycerine to the finished product.",https://www.thecocktaildb.com/images/media/drink/qvrrvu1472667494.jpg,"['2 cups ', '2 cups white ', '1/2 cup instant ', '1/2', '1 1/2 cup', None]","question Generate a cocktail with Water Sugar Coffee Vanilla Vodka Caramel coloring answer Boil water and sugar until dissolved. Turn off heat. Slowly add dry instant coffee and continue stirring. Add a chopped vanilla bean to the vodka, then combine the cooled sugar syrup and coffee solution with the vodka. Cover tightly and shake vigorously each day for 3 weeks. Strain and filter. Its also best to let the sugar mixture cool completely so the vodka won't evaporate when its added. If you like a smoother feel to the liqueur you can add about 1 teaspoon of glycerine to the finished product."
67,67,Casino Royale,"['Gin', 'Lemon juice', 'Maraschino liqueur', 'Orange bitters', 'Egg yolk']",Alcoholic,Ordinary Drink,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",https://www.thecocktaildb.com/images/media/drink/3qpv121504366699.jpg,"['2 oz ', '1/2 oz ', '1 tsp ', '1 dash ', '1 ']","question Generate a cocktail with Gin Lemon juice Maraschino liqueur Orange bitters Egg yolk answer In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass."
68,68,Corpse Reviver,"['Gin', 'Triple Sec', 'Lillet Blanc', 'Lemon Juice', 'Absinthe']",Alcoholic,Cocktail,Cocktail glass,"Shake, strain, straight up, cocktail glass rinsed with absinthe
",https://www.thecocktaildb.com/images/media/drink/gifgao1513704334.jpg,"['3/4 oz', '3/4 oz', '3/4 oz', '3/4 oz', '1 dash']","question Generate a cocktail with Gin Triple Sec Lillet Blanc Lemon Juice Absinthe answer Shake, strain, straight up, cocktail glass rinsed with absinthe
"
69,69,Chocolate Milk,"['Chocolate liqueur', 'Milk', 'Amaretto']",Alcoholic,Shot,Shot Glass,"Put the milk in the bottom, pour the Liquer on top and add the dash of amaretto. Do not mix. SLAM IT!",https://www.thecocktaildb.com/images/media/drink/j6q35t1504889399.jpg,"['1/2 shot ', '1/2 shot ', '1 dash ']","question Generate a cocktail with Chocolate liqueur Milk Amaretto answer Put the milk in the bottom, pour the Liquer on top and add the dash of amaretto. Do not mix. SLAM IT!"
70,70,Clove Cocktail,"['Sweet Vermouth', 'Sloe gin', 'Wine']",Alcoholic,Ordinary Drink,Cocktail glass,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/qxvtst1461867579.jpg,"['1 oz ', '1/2 oz ', '1/2 oz Muscatel ']","question Generate a cocktail with Sweet Vermouth Sloe gin Wine answer Stir all ingredients with ice, strain into a cocktail glass, and serve."
71,71,Coffee Liqueur,"['Coffee', 'Vanilla extract', 'Sugar', 'Vodka', 'Water']",Alcoholic,Homemade Liqueur,Collins Glass,"Combine coffee, sugar and water. Simmer 1 hour and let cool. Add vanilla and vodka. Age in sealed jar 2 to 3 weeks.",https://www.thecocktaildb.com/images/media/drink/ryvtsu1441253851.jpg,"['10 tblsp instant ', '4 tblsp ', '2 1/2 cups ', '1 qt ', '2 1/2 cups ']","question Generate a cocktail with Coffee Vanilla extract Sugar Vodka Water answer Combine coffee, sugar and water. Simmer 1 hour and let cool. Add vanilla and vodka. Age in sealed jar 2 to 3 weeks."
72,72,Coke and Drops,"['Coca-Cola', 'Lemon juice']",Non alcoholic,Soft Drink,Cocktail glass,"Take a glass, pour the Coke in the glass, then you take 7 drops of lemon juice. Granish with a lemon slice on the rim of the glass.",https://www.thecocktaildb.com/images/media/drink/yrtxxp1472719367.jpg,"['1 dl ', '7 drops ']","question Generate a cocktail with Coca-Cola Lemon juice answer Take a glass, pour the Coke in the glass, then you take 7 drops of lemon juice. Granish with a lemon slice on the rim of the glass."
73,73,Chocolate Drink,"['Chocolate', 'Milk', 'Water']",Non alcoholic,Cocoa,Coffee mug,"Melt the bar in a small amount of boiling water. Add milk. Cook over low heat, whipping gently (with a whisk, i would assume) until heated well. Don't let it boil! Serve in coffee mug.",https://www.thecocktaildb.com/images/media/drink/q7w4xu1487603180.jpg,"['125 gr', '3/4 L ', None]","question Generate a cocktail with Chocolate Milk Water answer Melt the bar in a small amount of boiling water. Add milk. Cook over low heat, whipping gently (with a whisk, i would assume) until heated well. Don't let it boil! Serve in coffee mug."
74,74,Cranberry Punch,"['Cranberry juice', 'Sugar', 'Pineapple juice', 'Almond flavoring', 'Ginger ale']",Non alcoholic,Punch / Party Drink,Punch Bowl,"Combine first four ingredients. Stir until sugar is dissolved, chill. Then add ginger ale just before serving. Add ice ring to keep punch cold.",https://www.thecocktaildb.com/images/media/drink/mzgaqu1504389248.jpg,"['4 cups ', '1 1/2 cup ', '4 cups ', '1 tblsp ', '2 qt ']","question Generate a cocktail with Cranberry juice Sugar Pineapple juice Almond flavoring Ginger ale answer Combine first four ingredients. Stir until sugar is dissolved, chill. Then add ginger ale just before serving. Add ice ring to keep punch cold."
75,75,Derby,"['gin', 'Peach Bitters', 'Mint']",Alcoholic,Ordinary Drink,Cocktail glass,Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink.,https://www.thecocktaildb.com/images/media/drink/52weey1606772672.jpg,"['6 cl', '2 dashes', '2 Fresh leaves']",question Generate a cocktail with gin Peach Bitters Mint answer Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink.
76,76,Diesel,"['Lager', 'Cider', 'Blackcurrant cordial']",Alcoholic,Beer,Pint glass,Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness.,https://www.thecocktaildb.com/images/media/drink/sxrrqq1454512852.jpg,"['1/2 pint ', '1/2 pint ', '1 dash ']",question Generate a cocktail with Lager Cider Blackcurrant cordial answer Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness.
77,77,Daiquiri,"['Light rum', 'Lime', 'Powdered sugar']",Alcoholic,Ordinary Drink,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,https://www.thecocktaildb.com/images/media/drink/mrz9091589574515.jpg,"['1 1/2 oz ', 'Juice of 1/2 ', '1 tsp ']",question Generate a cocktail with Light rum Lime Powdered sugar answer Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.
78,78,Danbooka,"['Coffee', 'Everclear']",Alcoholic,Coffee / Tea,Coffee Mug,pour it in and mix it.,https://www.thecocktaildb.com/images/media/drink/vurrxr1441246074.jpg,"['3 parts ', '1 part ']",question Generate a cocktail with Coffee Everclear answer pour it in and mix it.
79,79,Downshift,"['Fruit punch', 'Sprite', 'Tequila', '151 proof rum']",Alcoholic,Punch / Party Drink,Hurricane glass,"Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional.",https://www.thecocktaildb.com/images/media/drink/y36z8c1503563911.jpg,"['2 part ', '1 part ', '2 shots ', 'Float Bacardi ']","question Generate a cocktail with Fruit punch Sprite Tequila 151 proof rum answer Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional."
80,80,Dragonfly,"['Gin', 'Ginger ale', 'Lime']",Alcoholic,Ordinary Drink,Highball glass,"In a highball glass almost filled with ice cubes, combine the gin and ginger ale. Stir well. Garnish with the lime wedge.",https://www.thecocktaildb.com/images/media/drink/uc63bh1582483589.jpg,"['1 1/2 oz ', '4 oz ', '1 ']","question Generate a cocktail with Gin Ginger ale Lime answer In a highball glass almost filled with ice cubes, combine the gin and ginger ale. Stir well. Garnish with the lime wedge."
81,81,Dry Martini,"['Gin', 'Dry Vermouth', 'Olive']",Alcoholic,Cocktail,Cocktail glass,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",https://www.thecocktaildb.com/images/media/drink/6ck9yi1589574317.jpg,"['1 2/3 oz ', '1/3 oz ', '1 ']","question Generate a cocktail with Gin Dry Vermouth Olive answer Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive."
82,82,Dry Rob Roy,"['Scotch', 'Dry Vermouth', 'Lemon peel']",Alcoholic,Ordinary Drink,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",https://www.thecocktaildb.com/images/media/drink/typuyq1439456976.jpg,"['2 1/2 oz ', '1 1/2 tsp ', '1 twist of ']","question Generate a cocktail with Scotch Dry Vermouth Lemon peel answer In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist."
83,83,Dirty Nipple,"['Kahlua', 'Sambuca', 'Baileys irish cream']",Alcoholic,Shot,Shot glass,This is a layered shot - the Bailey's must be on top,https://www.thecocktaildb.com/images/media/drink/vtyqrt1461866508.jpg,"[None, None, None]",question Generate a cocktail with Kahlua Sambuca Baileys irish cream answer This is a layered shot - the Bailey's must be on top
84,84,Dirty Martini,"['Vodka', 'Dry Vermouth', 'Olive Brine', 'Lemon', 'Olive']",Alcoholic,Cocktail,Cocktail glass,"Pour the vodka, dry vermouth and olive brine into a cocktail shaker with a handful of ice and shake well.
Rub the rim of a martini glass with the wedge of lemon.
Strain the contents of the cocktail shaker into the glass and add the olive.
A dirty Martini contains a splash of olive brine or olive juice and is typically garnished with an olive.",https://www.thecocktaildb.com/images/media/drink/vcyvpq1485083300.jpg,"['70ml/2fl oz', '1 tbsp', '2 tbsp', '1 wedge', '1']","question Generate a cocktail with Vodka Dry Vermouth Olive Brine Lemon Olive answer Pour the vodka, dry vermouth and olive brine into a cocktail shaker with a handful of ice and shake well.
Rub the rim of a martini glass with the wedge of lemon.
Strain the contents of the cocktail shaker into the glass and add the olive.
A dirty Martini contains a splash of olive brine or olive juice and is typically garnished with an olive."
